32,6.074e-07,0.000211516,,
64,5.648e-07,0.000197892,,
128,5.896e-07,0.000182585,,
256,5.948e-07,0.000168686,,
512,6.72e-07,0.000171912,,
1024,7.302e-07,0.000173572,,
2048,8.262e-07,0.000161525,,
4096,1.0616e-06,0.000173791,,
8192,2.3518e-06,0.000177039,,
16384,3.8446e-06,0.000166949,,
32768,6.4266e-06,0.000178753,,
65536,1.17924e-05,0.000178593,,
131072,4.2077e-05,0.000202998,,
262144,0.000144218,0.00023058,,
524288,0.000637488,0.000291603,,
1.04858e+06,0.00128926,0.000375509,,
2.09715e+06,0.00277912,0.000634889,,
4.1943e+06,0.00564207,0.00186191,,
8.38861e+06,0.0116378,0.00399879,,
1.67772e+07,0.0241281,0.00854054,,
3.35544e+07,0.0494148,0.0173019,,
6.71089e+07,0.100666,0.0330265,,
1.34218e+08,0.202585,0.0662269,,
2.68435e+08,0.410902,0.132132,,
5.36871e+08,0.824444,0.264868,,
1.07374e+09,1.62743,0.528166,,
