32,5.1106e-06,0.000401332,,
64,6.0058e-06,0.000340662,,
128,1.14132e-05,0.000345802,,
256,2.34858e-05,0.000311134,,
512,4.63512e-05,0.000320929,,
1024,9.18322e-05,0.000445116,,
2048,0.000183636,0.000650901,,
4096,0.000367946,0.000989279,,
8192,0.000690577,0.00172872,,
16384,0.00135091,0.00312352,,
32768,0.00268637,0.00607257,,
65536,0.00586589,0.0118409,,
131072,0.0117308,0.023423,,
262144,0.0234838,0.0457847,,
524288,0.0472709,0.0929049,,
1.04858e+06,0.0938955,0.184051,,
2.09715e+06,0.17246,0.369517,,
4.1943e+06,0.344445,0.738137,,
8.38861e+06,0.687024,1.475,,
1.67772e+07,1.49568,2.94076,,
3.35544e+07,2.83244,5.90488,,
6.71089e+07,5.55661,11.7829,,
1.34218e+08,11.0116,23.0889,,
2.68435e+08,21.9779,45.5507,,
5.36871e+08,42.664,89.4304,,
1.07374e+09,85.3484,176.869,,
