32,4.1562e-06,0.000531374,,
64,3.4042e-06,0.000717744,,
128,6.3862e-06,0.000559341,,
256,1.22908e-05,0.000420741,,
512,2.4289e-05,0.000416135,,
1024,4.85298e-05,0.000417673,,
2048,9.54056e-05,0.000435559,,
4096,0.000190784,0.000458318,,
8192,0.00038122,0.000641761,,
16384,0.00076136,0.00105072,,
32768,0.00152063,0.00183538,,
65536,0.00304075,0.00330915,,
131072,0.00608215,0.00614279,,
262144,0.0121624,0.0118744,,
524288,0.0243232,0.0228644,,
1.04858e+06,0.0486589,0.0470914,,
2.09715e+06,0.0972787,0.0916633,,
4.1943e+06,0.195056,0.177865,,
8.38861e+06,0.389872,0.352356,,
1.67772e+07,0.742063,0.701509,,
3.35544e+07,1.48604,1.40079,,
6.71089e+07,2.92404,2.79501,,
1.34218e+08,5.80753,5.58515,,
2.68435e+08,11.5255,11.1689,,
5.36871e+08,23.1276,22.3406,,
1.07374e+09,46.0971,44.6852,,
