32,6.042e-07,0.000272171,,
64,5.956e-07,0.000246065,,
128,5.84e-07,0.000237015,,
256,6.096e-07,0.000230193,,
512,6.542e-07,0.000227447,,
1024,6.976e-07,0.000229137,,
2048,7.938e-07,0.000223405,,
4096,1.0226e-06,0.000227072,,
8192,2.509e-06,0.000227725,,
16384,3.7974e-06,0.000223651,,
32768,6.2084e-06,0.000230095,,
65536,1.19232e-05,0.000236038,,
131072,3.27162e-05,0.000250787,,
262144,0.000144596,0.000266293,,
524288,0.000627815,0.000293344,,
1.04858e+06,0.0013844,0.000376481,,
2.09715e+06,0.002668,0.000566523,,
4.1943e+06,0.00471257,0.00120887,,
8.38861e+06,0.0111945,0.00331674,,
1.67772e+07,0.0242979,0.00696139,,
3.35544e+07,0.0499012,0.0137301,,
6.71089e+07,0.0988991,0.027414,,
1.34218e+08,0.201439,0.0542021,,
2.68435e+08,0.403615,0.108138,,
5.36871e+08,0.801777,0.214205,,
1.07374e+09,1.62512,0.428837,,
