32,5.4292e-06,0.000586985,,
64,6.6598e-06,0.000551924,,
128,1.11376e-05,0.000400328,,
256,2.14702e-05,0.000316821,,
512,4.22964e-05,0.000311079,,
1024,8.39128e-05,0.000310369,,
2048,0.000168256,0.000333106,,
4096,0.00033478,0.000408923,,
8192,0.000670293,0.0006374,,
16384,0.00134028,0.000972697,,
32768,0.0026786,0.001675,,
65536,0.00535611,0.00300054,,
131072,0.0107092,0.0057129,,
262144,0.0214267,0.0113518,,
524288,0.0428373,0.0218926,,
1.04858e+06,0.0865936,0.0424989,,
2.09715e+06,0.171339,0.0882668,,
4.1943e+06,0.343445,0.172825,,
8.38861e+06,0.64909,0.338484,,
1.67772e+07,1.31518,0.673607,,
3.35544e+07,2.58704,1.34755,,
6.71089e+07,5.14732,2.68954,,
1.34218e+08,10.2244,5.37482,,
2.68435e+08,20.3684,10.7453,,
5.36871e+08,40.5829,21.4891,,
1.07374e+09,81.0796,42.9825,,
